gene_id,gene_name,gene_type,gene_name_type
ENSMUSG00000118280.1,Gm41804,lncRNA,Gm*
ENSMUSG00000101928.1,Gm20824,protein_coding,Gm*
ENSMUSG00000107705.1,Gm45062,protein_coding,Gm*
ENSMUSG00000112441.1,Gm48898,lncRNA,Gm*
ENSMUSG00000117569.1,Gm49987,lncRNA,Gm*
ENSMUSG00000109134.1,Gm45076,lncRNA,Gm*
ENSMUSG00000111889.1,Gm48071,lncRNA,Gm*
ENSMUSG00000089890.1,Gm16055,lncRNA,Gm*
ENSMUSG00000109515.1,Gm31343,lncRNA,Gm*
ENSMUSG00000112452.1,Gm48075,lncRNA,Gm*
ENSMUSG00000101366.1,Gm28147,lncRNA,Gm*
ENSMUSG00000090151.1,Gm16043,lncRNA,Gm*
ENSMUSG00000115640.1,Gm49247,lncRNA,Gm*
ENSMUSG00000115591.1,Gm31282,lncRNA,Gm*
ENSMUSG00000115480.1,Gm49249,lncRNA,Gm*
ENSMUSG00000079704.2,Gm14459,protein_coding,Gm*
ENSMUSG00000095663.2,Gm2310,lncRNA,Gm*
ENSMUSG00000099104.1,Gm17087,protein_coding,Gm*
ENSMUSG00000108932.1,Gm31463,lncRNA,Gm*
ENSMUSG00000109436.1,Gm45075,lncRNA,Gm*
ENSMUSG00000104102.1,Gm32496,lncRNA,Gm*
ENSMUSG00000111602.1,Gm32014,lncRNA,Gm*
ENSMUSG00000100491.1,Gm28331,lncRNA,Gm*
ENSMUSG00000107252.1,Gm5767,protein_coding,Gm*
ENSMUSG00000111215.1,Gm48654,lncRNA,Gm*
ENSMUSG00000109190.1,Gm44621,lncRNA,Gm*
ENSMUSG00000109371.1,Gm44626,lncRNA,Gm*
ENSMUSG00000109062.1,Gm44622,lncRNA,Gm*
ENSMUSG00000096940.1,Gm4755,lncRNA,Gm*
ENSMUSG00000097279.1,Gm5106,lncRNA,Gm*
ENSMUSG00000118124.1,Gm50139,protein_coding,Gm*
ENSMUSG00000101053.1,Gm20815,protein_coding,Gm*
ENSMUSG00000079699.2,Gm6592,protein_coding,Gm*
ENSMUSG00000079697.1,Gm5751,protein_coding,Gm*
ENSMUSG00000116166.1,Gm49403,protein_coding,Gm*
ENSMUSG00000097597.2,Gm26674,lncRNA,Gm*
ENSMUSG00000116347.1,Gm49416,protein_coding,Gm*
ENSMUSG00000111731.1,Gm48727,lncRNA,Gm*
ENSMUSG00000112891.1,Gm47391,lncRNA,Gm*
ENSMUSG00000109346.1,Gm44515,lncRNA,Gm*
ENSMUSG00000114220.1,Gm10353,lncRNA,Gm*
ENSMUSG00000021148.11,Gm9745,protein_coding,Gm*
ENSMUSG00000116525.1,Gm30371,lncRNA,Gm*
ENSMUSG00000111674.1,Gm48728,lncRNA,Gm*
ENSMUSG00000100080.1,Gm29364,lncRNA,Gm*
ENSMUSG00000084923.1,Gm15611,lncRNA,Gm*
ENSMUSG00000113543.1,Gm36264,lncRNA,Gm*
ENSMUSG00000101441.1,Gm29363,lncRNA,Gm*
ENSMUSG00000114430.1,Gm40264,lncRNA,Gm*
ENSMUSG00000040978.4,Gm11992,protein_coding,Gm*
ENSMUSG00000116426.1,Gm30567,lncRNA,Gm*
ENSMUSG00000116469.1,Gm49448,lncRNA,Gm*
ENSMUSG00000091077.3,Gm21292,protein_coding,Gm*
ENSMUSG00000024658.7,Gm9750,lncRNA,Gm*
ENSMUSG00000109124.1,Gm44516,lncRNA,Gm*
ENSMUSG00000116123.1,Gm49451,lncRNA,Gm*
ENSMUSG00000109064.1,Gm39128,lncRNA,Gm*
ENSMUSG00000094679.2,Gm21721,protein_coding,Gm*
ENSMUSG00000085253.3,Gm16833,lncRNA,Gm*
ENSMUSG00000079694.2,Gm14862,protein_coding,Gm*
ENSMUSG00000089926.1,Gm15734,lncRNA,Gm*
ENSMUSG00000113455.1,Gm48825,lncRNA,Gm*
ENSMUSG00000086233.1,Gm11816,lncRNA,Gm*
ENSMUSG00000101095.1,Gm29329,lncRNA,Gm*
ENSMUSG00000112019.1,Gm48748,lncRNA,Gm*
ENSMUSG00000111627.1,Gm48749,lncRNA,Gm*
ENSMUSG00000094773.2,Gm21812,protein_coding,Gm*
ENSMUSG00000079604.9,Gm13219,lncRNA,Gm*
ENSMUSG00000111061.1,Gm46102,lncRNA,Gm*
ENSMUSG00000113913.1,Gm46323,lncRNA,Gm*
ENSMUSG00000114615.1,Gm48370,lncRNA,Gm*
ENSMUSG00000096223.2,Gm21874,protein_coding,Gm*
ENSMUSG00000072968.4,Gm17728,protein_coding,Gm*
ENSMUSG00000087564.1,Gm11817,lncRNA,Gm*
ENSMUSG00000114298.1,Gm48371,lncRNA,Gm*
ENSMUSG00000114000.1,Gm48762,lncRNA,Gm*
ENSMUSG00000112496.2,Gm48764,lncRNA,Gm*
ENSMUSG00000096294.1,Gm10302,protein_coding,Gm*
ENSMUSG00000117143.1,Gm49807,lncRNA,Gm*
ENSMUSG00000111284.1,Gm47334,lncRNA,Gm*
ENSMUSG00000112700.1,Gm48757,lncRNA,Gm*
ENSMUSG00000079603.3,Gm13218,lncRNA,Gm*
ENSMUSG00000112303.1,Gm48759,lncRNA,Gm*
ENSMUSG00000099827.1,Gm29520,lncRNA,Gm*
ENSMUSG00000114138.1,Gm36423,lncRNA,Gm*
ENSMUSG00000117341.1,Gm34684,lncRNA,Gm*
ENSMUSG00000112787.1,Gm48790,lncRNA,Gm*
ENSMUSG00000113885.1,Gm47802,lncRNA,Gm*
ENSMUSG00000089794.1,Gm16337,lncRNA,Gm*
ENSMUSG00000094556.2,Gm20821,protein_coding,Gm*
ENSMUSG00000109183.1,Gm44761,lncRNA,Gm*
ENSMUSG00000118383.1,Gm50321,lncRNA,Gm*
ENSMUSG00000067627.2,Gm10217,protein_coding,Gm*
ENSMUSG00000117110.1,Gm49808,lncRNA,Gm*
ENSMUSG00000118138.1,Gm50322,lncRNA,Gm*
ENSMUSG00000095279.2,Gm10067,lncRNA,Gm*
ENSMUSG00000086618.1,Gm13256,lncRNA,Gm*
ENSMUSG00000118100.1,Gm50340,lncRNA,Gm*
ENSMUSG00000112146.1,Gm46210,lncRNA,Gm*
ENSMUSG00000075534.5,Gm13262,lncRNA,Gm*
ENSMUSG00000118008.1,Gm36913,lncRNA,Gm*
ENSMUSG00000117227.1,Gm34799,lncRNA,Gm*
ENSMUSG00000101621.2,Gm28905,lncRNA,Gm*
ENSMUSG00000087199.1,Gm15818,lncRNA,Gm*
ENSMUSG00000104000.1,Gm38335,lncRNA,Gm*
ENSMUSG00000113680.1,Gm47405,lncRNA,Gm*
ENSMUSG00000109545.1,Gm44788,lncRNA,Gm*
ENSMUSG00000112074.1,Gm48278,lncRNA,Gm*
ENSMUSG00000049230.8,Gm9833,protein_coding,Gm*
ENSMUSG00000112713.1,Gm48281,lncRNA,Gm*
ENSMUSG00000112060.1,Gm48279,lncRNA,Gm*
ENSMUSG00000095032.2,Gm21310,protein_coding,Gm*
ENSMUSG00000099372.1,Gm28509,lncRNA,Gm*
ENSMUSG00000113261.1,Gm47404,lncRNA,Gm*
ENSMUSG00000111925.1,Gm48791,lncRNA,Gm*
ENSMUSG00000114391.1,Gm48439,lncRNA,Gm*
ENSMUSG00000103124.1,Gm37389,protein_coding,Gm*
ENSMUSG00000115943.1,Gm49455,lncRNA,Gm*
ENSMUSG00000073226.9,Gm10482,lncRNA,Gm*
ENSMUSG00000064032.2,Gm10143,lncRNA,Gm*
ENSMUSG00000112219.1,Gm31904,lncRNA,Gm*
ENSMUSG00000069355.12,Gm5152,protein_coding,Gm*
ENSMUSG00000105157.1,Gm31831,lncRNA,Gm*
ENSMUSG00000112573.1,Gm48324,lncRNA,Gm*
ENSMUSG00000118330.1,Gm30042,lncRNA,Gm*
ENSMUSG00000103392.1,Gm38303,protein_coding,Gm*
ENSMUSG00000095242.2,Gm20834,protein_coding,Gm*
ENSMUSG00000116270.1,Gm1600,lncRNA,Gm*
ENSMUSG00000094814.1,Gm21973,protein_coding,Gm*
ENSMUSG00000086748.1,Gm13261,lncRNA,Gm*
ENSMUSG00000097009.2,Gm26861,lncRNA,Gm*
ENSMUSG00000101396.1,Gm28510,protein_coding,Gm*
ENSMUSG00000112792.1,Gm38407,lncRNA,Gm*
ENSMUSG00000086455.1,Gm11815,lncRNA,Gm*
ENSMUSG00000089941.1,Gm16168,lncRNA,Gm*
ENSMUSG00000113758.1,Gm47407,lncRNA,Gm*
ENSMUSG00000095950.2,Gm20737,protein_coding,Gm*
ENSMUSG00000113243.1,Gm36525,lncRNA,Gm*
ENSMUSG00000115667.1,Gm10389,lncRNA,Gm*
ENSMUSG00000100369.1,Gm29527,lncRNA,Gm*
ENSMUSG00000099668.1,Gm29522,lncRNA,Gm*
ENSMUSG00000087384.1,Gm15558,lncRNA,Gm*
ENSMUSG00000078481.1,Gm10944,protein_coding,Gm*
ENSMUSG00000109503.1,Gm44786,lncRNA,Gm*
ENSMUSG00000109432.1,Gm44785,lncRNA,Gm*
ENSMUSG00000114134.1,Gm47408,lncRNA,Gm*
ENSMUSG00000110034.1,Gm45379,lncRNA,Gm*
ENSMUSG00000085587.1,Gm14493,lncRNA,Gm*
ENSMUSG00000109067.1,Gm44784,lncRNA,Gm*
ENSMUSG00000108997.1,Gm45045,lncRNA,Gm*
ENSMUSG00000109271.1,Gm39129,lncRNA,Gm*
ENSMUSG00000094813.2,Gm20777,protein_coding,Gm*
ENSMUSG00000099482.1,Gm28955,lncRNA,Gm*
ENSMUSG00000116038.1,Gm46563,lncRNA,Gm*
ENSMUSG00000099776.1,Gm28954,lncRNA,Gm*
ENSMUSG00000089907.2,Gm16169,lncRNA,Gm*
ENSMUSG00000079740.1,Gm11172,protein_coding,Gm*
ENSMUSG00000115151.1,Gm19276,lncRNA,Gm*
ENSMUSG00000096921.1,Gm26822,lncRNA,Gm*
ENSMUSG00000118027.1,Gm10802,lncRNA,Gm*
ENSMUSG00000108961.1,Gm32540,lncRNA,Gm*
ENSMUSG00000091422.8,Gm6455,lncRNA,Gm*
ENSMUSG00000108969.1,Gm45044,lncRNA,Gm*
ENSMUSG00000107847.1,Gm35822,lncRNA,Gm*
ENSMUSG00000109291.1,Gm2814,lncRNA,Gm*
ENSMUSG00000109590.1,Gm32710,lncRNA,Gm*
ENSMUSG00000095369.2,Gm21859,lncRNA,Gm*
ENSMUSG00000106652.1,Gm43358,lncRNA,Gm*
ENSMUSG00000109084.1,Gm44955,lncRNA,Gm*
ENSMUSG00000095710.7,Gm8871,protein_coding,Gm*
ENSMUSG00000091933.2,Gm8857,protein_coding,Gm*
ENSMUSG00000109508.1,Gm44956,lncRNA,Gm*
ENSMUSG00000113673.1,Gm47486,lncRNA,Gm*
ENSMUSG00000105978.1,Gm43492,lncRNA,Gm*
ENSMUSG00000115992.1,Gm10832,lncRNA,Gm*
ENSMUSG00000101264.1,Gm28347,lncRNA,Gm*
ENSMUSG00000085257.2,Gm13264,lncRNA,Gm*
ENSMUSG00000100402.1,Gm28505,lncRNA,Gm*
ENSMUSG00000110951.1,Gm47001,lncRNA,Gm*
ENSMUSG00000109151.1,Gm44714,lncRNA,Gm*
ENSMUSG00000086765.7,Gm11827,lncRNA,Gm*
ENSMUSG00000094025.7,Gm8879,protein_coding,Gm*
ENSMUSG00000109029.1,Gm44717,lncRNA,Gm*
ENSMUSG00000111691.1,Gm47002,lncRNA,Gm*
ENSMUSG00000104982.1,Gm32554,lncRNA,Gm*
ENSMUSG00000095918.7,Gm5861,protein_coding,Gm*
ENSMUSG00000085573.1,Gm15418,lncRNA,Gm*
ENSMUSG00000094838.2,Gm20828,protein_coding,Gm*
ENSMUSG00000090070.1,Gm16577,lncRNA,Gm*
ENSMUSG00000104811.1,Gm33093,lncRNA,Gm*
ENSMUSG00000096846.7,Gm8890,protein_coding,Gm*
ENSMUSG00000097148.2,Gm3839,protein_coding,Gm*
ENSMUSG00000102196.1,Gm38171,lncRNA,Gm*
ENSMUSG00000106148.1,Gm32877,lncRNA,Gm*
ENSMUSG00000086006.2,Gm13293,lncRNA,Gm*
ENSMUSG00000100392.1,Gm28935,lncRNA,Gm*
ENSMUSG00000086491.1,Gm13291,lncRNA,Gm*
ENSMUSG00000084783.1,Gm15419,lncRNA,Gm*
ENSMUSG00000096732.7,Gm8897,protein_coding,Gm*
ENSMUSG00000114786.1,Gm48594,lncRNA,Gm*
ENSMUSG00000058470.10,Gm8369,protein_coding,Gm*
ENSMUSG00000086625.1,Gm11831,lncRNA,Gm*
ENSMUSG00000095296.7,Gm8906,protein_coding,Gm*
ENSMUSG00000113226.1,Gm47808,lncRNA,Gm*
ENSMUSG00000114849.1,Gm48595,lncRNA,Gm*
ENSMUSG00000100529.1,Gm19261,lncRNA,Gm*
ENSMUSG00000111503.1,Gm47034,lncRNA,Gm*
ENSMUSG00000102329.1,Gm10851,lncRNA,Gm*
ENSMUSG00000087452.1,Gm11998,lncRNA,Gm*
ENSMUSG00000104789.1,Gm43640,lncRNA,Gm*
ENSMUSG00000112151.1,Gm48680,lncRNA,Gm*
ENSMUSG00000091903.8,Gm6460,protein_coding,Gm*
ENSMUSG00000086103.1,Gm11832,lncRNA,Gm*
ENSMUSG00000115076.1,Gm49106,lncRNA,Gm*
ENSMUSG00000091312.1,Gm17490,protein_coding,Gm*
ENSMUSG00000115804.1,Gm49107,lncRNA,Gm*
ENSMUSG00000085652.1,Gm11999,lncRNA,Gm*
ENSMUSG00000117634.1,Gm50069,lncRNA,Gm*
ENSMUSG00000105299.1,Gm33847,lncRNA,Gm*
ENSMUSG00000094105.7,Gm8922,protein_coding,Gm*
ENSMUSG00000085732.1,Gm4279,lncRNA,Gm*
ENSMUSG00000073145.6,Gm12000,lncRNA,Gm*
ENSMUSG00000115585.1,Gm41271,lncRNA,Gm*
ENSMUSG00000094205.7,Gm8926,protein_coding,Gm*
ENSMUSG00000113013.1,Gm47833,lncRNA,Gm*
ENSMUSG00000097440.2,Gm6277,lncRNA,Gm*
ENSMUSG00000104015.1,Gm10745,lncRNA,Gm*
ENSMUSG00000111995.1,Gm48697,lncRNA,Gm*
ENSMUSG00000113330.1,Gm34237,lncRNA,Gm*
ENSMUSG00000105479.1,Gm43132,lncRNA,Gm*
ENSMUSG00000086500.1,Gm15875,lncRNA,Gm*
ENSMUSG00000094036.1,Gm6465,protein_coding,Gm*
ENSMUSG00000109772.1,Gm39132,lncRNA,Gm*
ENSMUSG00000106026.1,Gm43131,lncRNA,Gm*
ENSMUSG00000055015.5,Gm9961,lncRNA,Gm*
ENSMUSG00000115240.1,Gm5144,lncRNA,Gm*
ENSMUSG00000110002.1,Gm45680,lncRNA,Gm*
ENSMUSG00000085883.2,Gm3848,lncRNA,Gm*
ENSMUSG00000085027.1,Gm11840,lncRNA,Gm*
ENSMUSG00000112747.1,Gm48721,lncRNA,Gm*
ENSMUSG00000112775.1,Gm48722,lncRNA,Gm*
ENSMUSG00000085467.1,Gm11842,lncRNA,Gm*
ENSMUSG00000115441.1,Gm34759,lncRNA,Gm*
ENSMUSG00000099516.1,Gm29066,lncRNA,Gm*
ENSMUSG00000086935.1,Gm15956,lncRNA,Gm*
ENSMUSG00000115153.1,Gm49240,lncRNA,Gm*
ENSMUSG00000100368.1,Gm28656,lncRNA,Gm*
ENSMUSG00000110042.1,Gm4224,lncRNA,Gm*
ENSMUSG00000085909.1,Gm11846,lncRNA,Gm*
ENSMUSG00000100231.1,Gm29554,protein_coding,Gm*
ENSMUSG00000101899.1,Gm29175,lncRNA,Gm*
ENSMUSG00000114378.1,Gm49355,protein_coding,Gm*
ENSMUSG00000086584.8,Gm12002,lncRNA,Gm*
ENSMUSG00000110412.1,Gm33175,lncRNA,Gm*
ENSMUSG00000117337.1,Gm49964,lncRNA,Gm*
ENSMUSG00000112156.1,Gm48723,lncRNA,Gm*
ENSMUSG00000112131.1,Gm48724,lncRNA,Gm*
ENSMUSG00000087591.7,Gm14635,lncRNA,Gm*
ENSMUSG00000104941.1,Gm8953,lncRNA,Gm*
ENSMUSG00000114230.1,Gm48239,lncRNA,Gm*
ENSMUSG00000095508.2,Gm20812,protein_coding,Gm*
ENSMUSG00000109921.1,Gm33326,lncRNA,Gm*
ENSMUSG00000101406.1,Gm29200,lncRNA,Gm*
ENSMUSG00000104505.5,Gm37739,lncRNA,Gm*
ENSMUSG00000114644.1,Gm47243,lncRNA,Gm*
ENSMUSG00000114761.1,Gm47242,lncRNA,Gm*
ENSMUSG00000114115.1,Gm30239,lncRNA,Gm*
ENSMUSG00000071633.11,Gm4952,protein_coding,Gm*
ENSMUSG00000107422.1,Gm44129,lncRNA,Gm*
ENSMUSG00000117418.1,Gm50063,lncRNA,Gm*
ENSMUSG00000117573.1,Gm41668,lncRNA,Gm*
ENSMUSG00000097171.1,Gm17644,lncRNA,Gm*
ENSMUSG00000101314.1,Gm29663,lncRNA,Gm*
ENSMUSG00000104045.1,Gm37565,lncRNA,Gm*
ENSMUSG00000116197.1,Gm38619,lncRNA,Gm*
ENSMUSG00000084981.7,Gm15962,lncRNA,Gm*
ENSMUSG00000074469.6,Gm15348,lncRNA,Gm*
ENSMUSG00000115968.1,Gm38619,lncRNA,Gm*
ENSMUSG00000085891.7,Gm14634,lncRNA,Gm*
ENSMUSG00000117030.1,Gm49959,lncRNA,Gm*
ENSMUSG00000117061.1,Gm49958,lncRNA,Gm*
ENSMUSG00000110119.1,Gm45593,lncRNA,Gm*
ENSMUSG00000084780.7,Gm15350,lncRNA,Gm*
ENSMUSG00000091014.3,Gm5244,protein_coding,Gm*
ENSMUSG00000085465.1,Gm15347,lncRNA,Gm*
ENSMUSG00000110320.1,Gm31152,lncRNA,Gm*
ENSMUSG00000117494.1,Gm49970,lncRNA,Gm*
ENSMUSG00000113363.1,Gm48187,lncRNA,Gm*
ENSMUSG00000079146.2,Gm15353,lncRNA,Gm*
ENSMUSG00000117072.1,Gm49926,lncRNA,Gm*
ENSMUSG00000086770.1,Gm15351,lncRNA,Gm*
ENSMUSG00000113465.1,Gm40271,lncRNA,Gm*
ENSMUSG00000102084.1,Gm29638,lncRNA,Gm*
ENSMUSG00000113220.1,Gm35208,lncRNA,Gm*
ENSMUSG00000114421.1,Gm48526,lncRNA,Gm*
ENSMUSG00000113049.1,Gm48544,lncRNA,Gm*
ENSMUSG00000104267.1,Gm20807,protein_coding,Gm*
ENSMUSG00000112498.1,Gm47691,lncRNA,Gm*
ENSMUSG00000113928.1,Gm48209,lncRNA,Gm*
ENSMUSG00000099498.1,Gm29283,lncRNA,Gm*
ENSMUSG00000091443.1,Gm17023,lncRNA,Gm*
ENSMUSG00000086227.1,Gm11820,lncRNA,Gm*
ENSMUSG00000103352.1,Gm38084,lncRNA,Gm*
ENSMUSG00000110268.1,Gm45436,lncRNA,Gm*
ENSMUSG00000112988.1,Gm35298,lncRNA,Gm*
ENSMUSG00000111285.1,Gm47051,lncRNA,Gm*
ENSMUSG00000102335.5,Gm37231,lncRNA,Gm*
ENSMUSG00000113284.1,Gm48213,lncRNA,Gm*
ENSMUSG00000095769.1,Gm21891,protein_coding,Gm*
ENSMUSG00000051729.12,Gm5087,lncRNA,Gm*
ENSMUSG00000096820.2,Gm21425,protein_coding,Gm*
ENSMUSG00000110365.1,Gm38947,lncRNA,Gm*
ENSMUSG00000117282.1,Gm49898,lncRNA,Gm*
ENSMUSG00000103474.1,Gm37252,lncRNA,Gm*
ENSMUSG00000095759.1,Gm21828,protein_coding,Gm*
ENSMUSG00000103468.1,Gm21440,protein_coding,Gm*
ENSMUSG00000093903.6,Gm21454,protein_coding,Gm*
ENSMUSG00000086358.2,Gm13270,lncRNA,Gm*
ENSMUSG00000117536.1,Gm41669,lncRNA,Gm*
ENSMUSG00000103176.1,Gm37147,lncRNA,Gm*
ENSMUSG00000117278.1,Gm36684,lncRNA,Gm*
ENSMUSG00000104522.5,Gm38159,lncRNA,Gm*
ENSMUSG00000095462.1,Gm21725,protein_coding,Gm*
ENSMUSG00000087526.2,Gm15738,lncRNA,Gm*
ENSMUSG00000101476.1,Gm29570,lncRNA,Gm*
ENSMUSG00000117092.1,Gm49934,lncRNA,Gm*
ENSMUSG00000102177.5,Gm37870,lncRNA,Gm*
ENSMUSG00000090592.2,Gm17571,protein_coding,Gm*
ENSMUSG00000102346.5,Gm37378,lncRNA,Gm*
ENSMUSG00000109857.1,Gm32817,lncRNA,Gm*
ENSMUSG00000093883.1,Gm21866,protein_coding,Gm*
ENSMUSG00000102215.1,Gm2464,lncRNA,Gm*
ENSMUSG00000113380.1,Gm48682,lncRNA,Gm*
ENSMUSG00000113058.1,Gm48311,lncRNA,Gm*
ENSMUSG00000117063.1,Gm49936,lncRNA,Gm*
ENSMUSG00000095900.2,Gm20773,protein_coding,Gm*
ENSMUSG00000090211.3,Gm16050,lncRNA,Gm*
ENSMUSG00000110278.1,Gm5608,lncRNA,Gm*
ENSMUSG00000104048.1,Gm37561,lncRNA,Gm*
ENSMUSG00000113666.1,Gm35725,lncRNA,Gm*
ENSMUSG00000112055.1,Gm48773,lncRNA,Gm*
ENSMUSG00000113283.1,Gm35890,lncRNA,Gm*
ENSMUSG00000104354.1,Gm37126,lncRNA,Gm*
ENSMUSG00000085705.1,Gm16046,lncRNA,Gm*
ENSMUSG00000115907.1,Gm49432,lncRNA,Gm*
ENSMUSG00000115419.1,Gm49113,lncRNA,Gm*
ENSMUSG00000084902.2,Gm281,protein_coding,Gm*
ENSMUSG00000113811.1,Gm47882,lncRNA,Gm*
ENSMUSG00000112172.1,Gm32172,lncRNA,Gm*
ENSMUSG00000112102.1,Gm32105,lncRNA,Gm*
ENSMUSG00000111100.1,Gm47535,lncRNA,Gm*
ENSMUSG00000103524.1,Gm37263,lncRNA,Gm*
ENSMUSG00000079357.9,Gm11100,protein_coding,Gm*
ENSMUSG00000086927.1,Gm11823,lncRNA,Gm*
ENSMUSG00000094227.1,Gm21767,protein_coding,Gm*
ENSMUSG00000111871.1,Gm47557,lncRNA,Gm*
ENSMUSG00000067941.5,Gm7168,protein_coding,Gm*
ENSMUSG00000103681.5,Gm37130,lncRNA,Gm*
ENSMUSG00000113310.1,Gm47884,lncRNA,Gm*
ENSMUSG00000104409.5,Gm37467,lncRNA,Gm*
ENSMUSG00000110058.1,Gm5907,lncRNA,Gm*
ENSMUSG00000101307.2,Gm7356,protein_coding,Gm*
ENSMUSG00000113522.1,Gm48479,lncRNA,Gm*
ENSMUSG00000114026.1,Gm48480,lncRNA,Gm*
ENSMUSG00000085352.1,Gm4128,lncRNA,Gm*
ENSMUSG00000101361.2,Gm7358,protein_coding,Gm*
ENSMUSG00000103872.5,Gm38363,lncRNA,Gm*
ENSMUSG00000111479.1,Gm47559,lncRNA,Gm*
ENSMUSG00000101014.1,Gm28289,lncRNA,Gm*
ENSMUSG00000113775.1,Gm48027,lncRNA,Gm*
ENSMUSG00000112266.1,Gm48843,lncRNA,Gm*
ENSMUSG00000117185.1,Gm34510,lncRNA,Gm*
ENSMUSG00000111803.1,Gm47564,lncRNA,Gm*
ENSMUSG00000102787.5,Gm30174,lncRNA,Gm*
ENSMUSG00000112284.1,Gm48845,lncRNA,Gm*
ENSMUSG00000112238.1,Gm48844,lncRNA,Gm*
ENSMUSG00000111695.1,Gm47565,lncRNA,Gm*
ENSMUSG00000117254.1,Gm34567,lncRNA,Gm*
ENSMUSG00000111097.1,Gm34069,lncRNA,Gm*
ENSMUSG00000113336.1,Gm16497,lncRNA,Gm*
ENSMUSG00000104499.5,Gm30353,lncRNA,Gm*
ENSMUSG00000114768.1,Gm48857,lncRNA,Gm*
ENSMUSG00000112679.1,Gm40603,lncRNA,Gm*
ENSMUSG00000117365.1,Gm29992,lncRNA,Gm*
ENSMUSG00000085612.1,Gm15868,lncRNA,Gm*
ENSMUSG00000112225.1,Gm48854,lncRNA,Gm*
ENSMUSG00000114883.1,Gm48860,lncRNA,Gm*
ENSMUSG00000117605.1,Gm50097,lncRNA,Gm*
ENSMUSG00000111555.1,Gm47326,lncRNA,Gm*
ENSMUSG00000103431.5,Gm30686,lncRNA,Gm*
ENSMUSG00000111786.1,Gm47319,lncRNA,Gm*
ENSMUSG00000104191.1,Gm30737,protein_coding,Gm*
ENSMUSG00000116801.1,Gm38551,lncRNA,Gm*
ENSMUSG00000115782.1,Gm49116,lncRNA,Gm*
ENSMUSG00000084901.6,Gm13266,lncRNA,Gm*
ENSMUSG00000097976.1,Gm26918,lncRNA,Gm*
ENSMUSG00000113654.1,Gm30893,lncRNA,Gm*
ENSMUSG00000111888.1,Gm46212,lncRNA,Gm*
ENSMUSG00000111198.1,Gm34263,lncRNA,Gm*
ENSMUSG00000111085.1,Gm7607,lncRNA,Gm*
ENSMUSG00000085572.1,Gm16234,lncRNA,Gm*
ENSMUSG00000098233.1,Gm26954,lncRNA,Gm*
ENSMUSG00000074508.4,Gm10706,lncRNA,Gm*
ENSMUSG00000104106.1,Gm10848,lncRNA,Gm*
ENSMUSG00000087086.7,Gm13269,lncRNA,Gm*
ENSMUSG00000054493.2,Gm9947,lncRNA,Gm*
ENSMUSG00000112113.1,Gm47698,lncRNA,Gm*
ENSMUSG00000084907.1,Gm14505,lncRNA,Gm*
ENSMUSG00000090023.1,Gm16302,lncRNA,Gm*
ENSMUSG00000102251.5,Gm37654,lncRNA,Gm*
ENSMUSG00000116324.1,Gm33696,lncRNA,Gm*
ENSMUSG00000033219.8,Gm9758,protein_coding,Gm*
ENSMUSG00000086587.7,Gm11837,lncRNA,Gm*
ENSMUSG00000110766.1,Gm47214,lncRNA,Gm*
ENSMUSG00000090024.1,Gm16350,lncRNA,Gm*
ENSMUSG00000116780.1,Gm3417,protein_coding,Gm*
ENSMUSG00000072188.4,Gm10354,protein_coding,Gm*
ENSMUSG00000079710.10,Gm3448,protein_coding,Gm*
ENSMUSG00000116895.1,Gm3435,protein_coding,Gm*
ENSMUSG00000114538.1,Gm31517,lncRNA,Gm*
ENSMUSG00000087241.1,Gm11844,lncRNA,Gm*
ENSMUSG00000091897.1,Gm17019,protein_coding,Gm*
ENSMUSG00000109965.1,Gm45274,lncRNA,Gm*
ENSMUSG00000110286.1,Gm7706,lncRNA,Gm*
ENSMUSG00000116655.1,Gm35455,lncRNA,Gm*
ENSMUSG00000103912.1,Gm33819,lncRNA,Gm*
ENSMUSG00000114323.1,Gm47758,lncRNA,Gm*
ENSMUSG00000109886.1,Gm45271,lncRNA,Gm*
ENSMUSG00000117613.1,Gm2629,lncRNA,Gm*
ENSMUSG00000117404.1,Gm50035,lncRNA,Gm*
ENSMUSG00000097624.2,Gm5091,lncRNA,Gm*
ENSMUSG00000102835.5,Gm37572,lncRNA,Gm*
ENSMUSG00000116851.1,Gm35576,lncRNA,Gm*
ENSMUSG00000103943.5,Gm37344,lncRNA,Gm*
ENSMUSG00000113734.1,Gm48539,lncRNA,Gm*
ENSMUSG00000078783.1,Gm9733,protein_coding,Gm*
ENSMUSG00000112928.1,Gm47710,lncRNA,Gm*
ENSMUSG00000114789.1,Gm31577,lncRNA,Gm*
ENSMUSG00000094472.1,Gm21897,protein_coding,Gm*
ENSMUSG00000089702.1,Gm16568,lncRNA,Gm*
ENSMUSG00000113410.1,Gm20043,lncRNA,Gm*
ENSMUSG00000109748.1,Gm35392,lncRNA,Gm*
ENSMUSG00000111763.1,Gm34973,lncRNA,Gm*
ENSMUSG00000117541.1,Gm50048,lncRNA,Gm*
ENSMUSG00000116718.1,Gm49668,lncRNA,Gm*
ENSMUSG00000097806.3,Gm6556,lncRNA,Gm*
ENSMUSG00000102624.1,Gm37059,lncRNA,Gm*
ENSMUSG00000097684.1,Gm26645,lncRNA,Gm*
ENSMUSG00000106004.4,Gm43391,lncRNA,Gm*
ENSMUSG00000099762.3,Gm21149,protein_coding,Gm*
